"ensgenes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_symbol","entrezid"
"ENSMUSG00000000148",72.1740834979366,-0.391217206476205,0.391242398178589,-0.999935611011226,0.31734166936664,0.617056306239386,"Brat1","231841"
"ENSMUSG00000000149",92.480024155278,-0.481981311265228,0.365299878142074,-1.31941273486484,0.18703116660083,0.464748722822361,"Gna12","14673"
"ENSMUSG00000000167",53.5569262049226,-0.353009183324569,0.431086704551871,-0.81888209401293,0.412853686926818,0.698428618670823,"Pih1d2","72614"
"ENSMUSG00000000168",190.705935384593,0.359841286953008,0.275100258002007,1.30803689377268,0.190860795945507,0.471033848024139,"Dlat","235339"
"ENSMUSG00000000171",1491.66411454926,0.332064066693567,0.196282484612036,1.69176616726608,0.0906905667862616,0.307803960972347,"Sdhd","66925"
"ENSMUSG00000000184",6029.33179774467,2.12371578986063,0.236991483691688,8.96114812557342,3.21315078910453e-19,2.76874731842684e-16,"Ccnd2","12444"
"ENSMUSG00000000194",283.833464354582,-0.0144732161709486,0.263188427302735,-0.0549918410899605,0.956144963825431,0.982636319703898,"Gpr107","277463"
"ENSMUSG00000000197",3.64624993822901,-1.82576937162388,1.96305929919277,-0.930063280500317,0.35233832127358,NA,"Nalcn","338370"
"ENSMUSG00000000202",269.561416912234,-0.84688626805528,0.329269021738983,-2.57201926735343,0.0101107264676087,0.0714125837895034,"Btbd17","72014"
"ENSMUSG00000000214",9.68153563215053,-1.46211991563407,0.939656545729418,-1.5560152507628,0.119704465902716,NA,"Th","21823"
"ENSMUSG00000000215",2.0541066707984,-1.42997805091768,2.5375191255777,-0.563533900692127,0.573071382353577,NA,"Ins2","16334"
"ENSMUSG00000000223",7.68325055587128,-0.594040896613959,1.1067196147172,-0.536758261726257,0.591434605847528,NA,"Drp2","13497"
"ENSMUSG00000000244",2.45364557514018,-0.800008077000871,1.81531768992824,-0.440698661969462,0.659431165392145,NA,"Tspan32","27027"
