ensembl_gene_id	entrezgene
ENSMUSG00000087507	NA
ENSMUSG00000103828	NA
ENSMUSG00000079645	NA
ENSMUSG00000028013	74776
ENSMUSG00000021243	73736
ENSMUSG00000084085	NA
ENSMUSG00000091531	258218
ENSMUSG00000009248	17173
ENSMUSG00000115011	NA
ENSMUSG00000103954	NA
ENSMUSG00000040213	229905
ENSMUSG00000103545	NA
ENSMUSG00000100928	NA
ENSMUSG00000034911	234395
ENSMUSG00000085487	NA
ENSMUSG00000097932	NA
ENSMUSG00000115369	NA
ENSMUSG00000109992	NA
ENSMUSG00000114425	NA
ENSMUSG00000095812	NA
ENSMUSG00000022089	57784
ENSMUSG00000070729	NA
ENSMUSG00000021647	27220
ENSMUSG00000117256	NA
ENSMUSG00000103894	NA
ENSMUSG00000115377	NA
ENSMUSG00000109988	NA
ENSMUSG00000115676	NA
ENSMUSG00000047459	67068
ENSMUSG00000050390	97130
ENSMUSG00000108480	NA
ENSMUSG00000054619	70152
ENSMUSG00000104037	NA
ENSMUSG00000108800	NA
ENSMUSG00000115520	NA
ENSMUSG00000103440	NA
ENSMUSG00000022044	56471
ENSMUSG00000083620	NA
ENSMUSG00000108050	NA
ENSMUSG00000113166	NA
ENSMUSG00000073973	259106
ENSMUSG00000107015	NA
ENSMUSG00000082750	NA
ENSMUSG00000113503	NA
ENSMUSG00000082254	NA
ENSMUSG00000035027	26396
ENSMUSG00000097965	NA
ENSMUSG00000092344	NA
ENSMUSG00000100384	NA
ENSMUSG00000051050	433178
ENSMUSG00000083252	NA
ENSMUSG00000106457	NA
ENSMUSG00000112454	NA
ENSMUSG00000049618	258830
ENSMUSG00000112933	NA
ENSMUSG00000038056	231051
ENSMUSG00000038175	218203
ENSMUSG00000097546	NA
ENSMUSG00000042350	68497
ENSMUSG00000093825	259147
ENSMUSG00000002012	93843
ENSMUSG00000074913	329047
ENSMUSG00000116402	102640093
ENSMUSG00000108099	NA
ENSMUSG00000072717	NA
ENSMUSG00000098573	NA
ENSMUSG00000084980	74045
ENSMUSG00000117225	NA
ENSMUSG00000037674	319758
ENSMUSG00000117060	NA
ENSMUSG00000103860	NA
ENSMUSG00000062272	258111
ENSMUSG00000083519	NA
ENSMUSG00000006050	24068
ENSMUSG00000096254	258485
ENSMUSG00000038305	67198
ENSMUSG00000117014	NA
ENSMUSG00000024669	12507
ENSMUSG00000117569	NA
ENSMUSG00000031171	54632
ENSMUSG00000103202	NA
ENSMUSG00000060284	170574
ENSMUSG00000073778	NA
ENSMUSG00000108886	NA
ENSMUSG00000062151	208898
ENSMUSG00000043881	211255
ENSMUSG00000031077	14082
ENSMUSG00000109536	NA
ENSMUSG00000073468	106489
ENSMUSG00000111697	102639177
ENSMUSG00000083735	NA
ENSMUSG00000109575	NA
ENSMUSG00000101238	NA
ENSMUSG00000109362	NA
ENSMUSG00000116469	NA
ENSMUSG00000099266	73364
ENSMUSG00000116929	NA
ENSMUSG00000100317	NA
ENSMUSG00000072718	16628
ENSMUSG00000116348	NA
ENSMUSG00000101381	100042159
ENSMUSG00000062611	NA
ENSMUSG00000081000	NA
ENSMUSG00000086267	NA
ENSMUSG00000075502	432879
ENSMUSG00000101329	NA
ENSMUSG00000104309	NA
ENSMUSG00000081218	100043216
ENSMUSG00000100532	102633727
ENSMUSG00000100406	NA
ENSMUSG00000075327	381990
ENSMUSG00000075415	14269
ENSMUSG00000096156	NA
ENSMUSG00000098420	NA
ENSMUSG00000044957	110332
ENSMUSG00000026790	18286
ENSMUSG00000022938	52793
ENSMUSG00000107953	NA
ENSMUSG00000086846	NA
ENSMUSG00000027018	107435
ENSMUSG00000067599	16638
ENSMUSG00000107151	NA
ENSMUSG00000117128	NA
ENSMUSG00000107140	NA
ENSMUSG00000017831	271457
ENSMUSG00000028811	107271
ENSMUSG00000097388	NA
ENSMUSG00000022023	22380
ENSMUSG00000029471	207565
ENSMUSG00000052139	107976
ENSMUSG00000109035	NA
ENSMUSG00000027195	56348
ENSMUSG00000104437	NA
ENSMUSG00000113320	NA
ENSMUSG00000059205	258835
ENSMUSG00000048668	72440
ENSMUSG00000113098	NA
ENSMUSG00000116123	NA
ENSMUSG00000102731	NA
ENSMUSG00000117885	NA
ENSMUSG00000099064	NA
ENSMUSG00000103832	NA
ENSMUSG00000099730	NA
ENSMUSG00000115896	NA
ENSMUSG00000095210	NA
ENSMUSG00000108728	NA
ENSMUSG00000090475	NA
ENSMUSG00000019189	74315
ENSMUSG00000028412	100434
ENSMUSG00000114263	NA
ENSMUSG00000094725	NA
ENSMUSG00000025503	21351
ENSMUSG00000027703	68307
ENSMUSG00000032501	211770
ENSMUSG00000000282	17428
ENSMUSG00000002500	66211
ENSMUSG00000023930	22024
ENSMUSG00000097253	NA
ENSMUSG00000107753	NA
ENSMUSG00000099051	NA
ENSMUSG00000070504	677296
ENSMUSG00000036461	13709
ENSMUSG00000086560	NA
ENSMUSG00000099310	NA
ENSMUSG00000114560	NA
ENSMUSG00000102672	NA
ENSMUSG00000085766	NA
ENSMUSG00000098275	NA
ENSMUSG00000026837	12831
ENSMUSG00000109998	NA
ENSMUSG00000086561	NA
ENSMUSG00000027702	71827
ENSMUSG00000064158	73456
ENSMUSG00000115479	NA
ENSMUSG00000049957	67291
ENSMUSG00000101702	NA
ENSMUSG00000116860	NA
ENSMUSG00000055945	320111
ENSMUSG00000047638	20186
ENSMUSG00000098095	NA
ENSMUSG00000025156	209318
ENSMUSG00000092385	NA
ENSMUSG00000107218	NA
ENSMUSG00000099374	108168611
ENSMUSG00000100882	NA
ENSMUSG00000096733	NA
ENSMUSG00000078952	NA
ENSMUSG00000058159	21331
ENSMUSG00000098238	NA
ENSMUSG00000022991	16770
ENSMUSG00000103795	NA
ENSMUSG00000092460	NA
ENSMUSG00000019464	19216
ENSMUSG00000110357	NA
ENSMUSG00000026107	109019
ENSMUSG00000044562	69903
ENSMUSG00000078218	100042168
ENSMUSG00000029376	665563
ENSMUSG00000032688	240354
ENSMUSG00000027455	386649
ENSMUSG00000085978	NA
ENSMUSG00000037134	102182
ENSMUSG00000068480	NA
ENSMUSG00000080299	NA
ENSMUSG00000116704	NA
ENSMUSG00000022679	93734
ENSMUSG00000097124	NA
ENSMUSG00000098027	NA
ENSMUSG00000100094	NA
ENSMUSG00000084971	NA
ENSMUSG00000017677	78889
ENSMUSG00000097962	67325
ENSMUSG00000086887	73425
ENSMUSG00000108805	NA
ENSMUSG00000054036	258502
ENSMUSG00000117905	NA
ENSMUSG00000039865	213603
ENSMUSG00000113716	NA
ENSMUSG00000118290	NA
ENSMUSG00000109797	NA
ENSMUSG00000099526	NA
ENSMUSG00000113600	NA
ENSMUSG00000117724	NA
ENSMUSG00000086369	NA
ENSMUSG00000103919	100861691
ENSMUSG00000103919	100861973
ENSMUSG00000104245	NA
ENSMUSG00000084955	NA
ENSMUSG00000083191	NA
ENSMUSG00000082081	NA
ENSMUSG00000040247	108995
ENSMUSG00000039210	67769
ENSMUSG00000113158	NA
ENSMUSG00000000127	14158
ENSMUSG00000032251	65099
ENSMUSG00000057594	70317
ENSMUSG00000100297	67321
ENSMUSG00000000708	18519
ENSMUSG00000037246	224761
ENSMUSG00000083097	NA
ENSMUSG00000048503	235300
ENSMUSG00000044083	NA
ENSMUSG00000048707	97031
ENSMUSG00000020460	78294
ENSMUSG00000109787	NA
ENSMUSG00000114926	NA
ENSMUSG00000099695	NA
ENSMUSG00000017679	76080
ENSMUSG00000038201	16495
ENSMUSG00000114415	NA
ENSMUSG00000114837	NA
ENSMUSG00000095858	NA
ENSMUSG00000116131	NA
ENSMUSG00000034892	20090
ENSMUSG00000103812	NA
ENSMUSG00000100560	NA
ENSMUSG00000101478	108168556
ENSMUSG00000110261	NA
ENSMUSG00000092006	NA
ENSMUSG00000113446	NA
ENSMUSG00000003348	208228
ENSMUSG00000022466	71919
ENSMUSG00000102416	NA
ENSMUSG00000037130	399549
ENSMUSG00000107711	216783
ENSMUSG00000024505	68857
ENSMUSG00000101873	NA
ENSMUSG00000117562	NA
ENSMUSG00000082495	NA
ENSMUSG00000089818	NA
ENSMUSG00000117879	NA
ENSMUSG00000100203	NA
ENSMUSG00000081837	NA
ENSMUSG00000103446	NA
ENSMUSG00000073102	381738
ENSMUSG00000114502	NA
ENSMUSG00000101896	NA
ENSMUSG00000084044	NA
ENSMUSG00000099460	NA
ENSMUSG00000064044	258493
ENSMUSG00000084305	NA
ENSMUSG00000099807	NA
ENSMUSG00000052281	NA
ENSMUSG00000081373	NA
ENSMUSG00000083982	NA
ENSMUSG00000074121	78405
ENSMUSG00000114663	NA
ENSMUSG00000117980	NA
ENSMUSG00000104237	NA
ENSMUSG00000103033	NA
ENSMUSG00000037351	226977
ENSMUSG00000000244	27027
ENSMUSG00000020461	73324
ENSMUSG00000028672	15356
ENSMUSG00000101435	NA
ENSMUSG00000103604	NA
ENSMUSG00000100883	NA
ENSMUSG00000104374	NA
ENSMUSG00000026163	77629
ENSMUSG00000095565	NA
ENSMUSG00000101283	NA
ENSMUSG00000100892	100861691
ENSMUSG00000100892	108168548
ENSMUSG00000099946	NA
ENSMUSG00000040669	13619
ENSMUSG00000102910	NA
ENSMUSG00000107346	NA
ENSMUSG00000037686	104816
ENSMUSG00000040231	58867
ENSMUSG00000106311	NA
ENSMUSG00000068819	258652
ENSMUSG00000058392	72462
ENSMUSG00000090387	NA
ENSMUSG00000071342	380755
ENSMUSG00000046733	232431
ENSMUSG00000020788	53313
ENSMUSG00000081575	NA
ENSMUSG00000022057	58860
ENSMUSG00000085327	NA
ENSMUSG00000001280	20683
ENSMUSG00000096517	NA
ENSMUSG00000112054	NA
ENSMUSG00000106678	NA
ENSMUSG00000104394	NA
ENSMUSG00000101050	NA
ENSMUSG00000055053	18029
ENSMUSG00000093977	NA
ENSMUSG00000031617	234463
ENSMUSG00000103184	NA
ENSMUSG00000024695	109910
ENSMUSG00000003037	17274
ENSMUSG00000059866	231130
ENSMUSG00000106954	NA
ENSMUSG00000107159	NA
ENSMUSG00000079140	NA
ENSMUSG00000018923	66172
ENSMUSG00000083843	NA
ENSMUSG00000032113	12649
ENSMUSG00000084769	NA
ENSMUSG00000020273	216578
ENSMUSG00000046180	75352
ENSMUSG00000100399	NA
ENSMUSG00000110235	NA
ENSMUSG00000099793	NA
ENSMUSG00000097233	102631780
ENSMUSG00000026584	240880
ENSMUSG00000058812	68386
ENSMUSG00000075289	107239
ENSMUSG00000076646	NA
ENSMUSG00000068818	258833
ENSMUSG00000030205	93746
ENSMUSG00000017707	26943
ENSMUSG00000100699	NA
ENSMUSG00000082428	NA
ENSMUSG00000073972	233578
ENSMUSG00000047180	214854
ENSMUSG00000107247	NA
ENSMUSG00000021646	78038
ENSMUSG00000075155	258348
ENSMUSG00000085785	66760
ENSMUSG00000073971	258322
ENSMUSG00000023926	19743
ENSMUSG00000093405	NA
ENSMUSG00000107796	NA
ENSMUSG00000030512	68981
ENSMUSG00000110251	NA
ENSMUSG00000111747	259032
ENSMUSG00000072677	NA
ENSMUSG00000079415	12803
ENSMUSG00000114599	NA
ENSMUSG00000073970	259107
ENSMUSG00000104259	NA
ENSMUSG00000062007	209488
ENSMUSG00000086282	NA
ENSMUSG00000029445	15445
ENSMUSG00000102487	NA
ENSMUSG00000041540	20678
ENSMUSG00000034883	69706
ENSMUSG00000115109	NA
ENSMUSG00000035020	71920
ENSMUSG00000115533	NA
ENSMUSG00000085070	NA
ENSMUSG00000108283	NA
ENSMUSG00000097310	NA
ENSMUSG00000101772	NA
ENSMUSG00000111975	NA
ENSMUSG00000038065	68235
ENSMUSG00000108191	NA
ENSMUSG00000115202	NA
ENSMUSG00000083269	NA
ENSMUSG00000115114	NA
ENSMUSG00000102096	73575
ENSMUSG00000099667	NA
ENSMUSG00000049685	13108
ENSMUSG00000028463	230099
ENSMUSG00000050505	219257
ENSMUSG00000096438	100042025
ENSMUSG00000084374	NA
ENSMUSG00000104355	NA
ENSMUSG00000101651	NA
ENSMUSG00000082953	NA
ENSMUSG00000096824	NA
ENSMUSG00000028434	54357
ENSMUSG00000091548	NA
ENSMUSG00000002076	74377
ENSMUSG00000073969	258749
ENSMUSG00000099351	NA
ENSMUSG00000054944	NA
ENSMUSG00000107392	665802
ENSMUSG00000099925	NA
ENSMUSG00000002129	67465
ENSMUSG00000026544	68440
ENSMUSG00000046876	20238
ENSMUSG00000084782	670833
ENSMUSG00000030207	74525
ENSMUSG00000110352	NA
ENSMUSG00000105129	NA
ENSMUSG00000106483	NA
ENSMUSG00000109618	NA
ENSMUSG00000073968	101700
ENSMUSG00000092181	NA
ENSMUSG00000092542	NA
ENSMUSG00000105600	NA
ENSMUSG00000002781	70209
ENSMUSG00000092510	NA
ENSMUSG00000028879	100226
ENSMUSG00000115623	NA
ENSMUSG00000115750	NA
ENSMUSG00000106669	NA
ENSMUSG00000108265	258494
ENSMUSG00000050875	225583
ENSMUSG00000102164	NA
ENSMUSG00000111365	NA
ENSMUSG00000101582	NA
ENSMUSG00000095078	NA
ENSMUSG00000105508	NA
ENSMUSG00000072618	100038735
ENSMUSG00000115392	NA
ENSMUSG00000062093	NA
ENSMUSG00000030513	18553
ENSMUSG00000050114	320769
ENSMUSG00000006310	58206
ENSMUSG00000029440	67151
ENSMUSG00000101273	NA
ENSMUSG00000000318	17312
ENSMUSG00000067591	16634
ENSMUSG00000104604	NA
ENSMUSG00000047995	235067
ENSMUSG00000003604	74268
ENSMUSG00000105531	NA
ENSMUSG00000115313	NA
ENSMUSG00000046402	19659
ENSMUSG00000085576	320752
ENSMUSG00000020388	30794
ENSMUSG00000111769	NA
ENSMUSG00000058935	75524
ENSMUSG00000101508	NA
ENSMUSG00000031616	13617
ENSMUSG00000109010	NA
ENSMUSG00000003865	14936
ENSMUSG00000105735	NA
ENSMUSG00000105152	NA
ENSMUSG00000005950	94045
ENSMUSG00000031903	192654
ENSMUSG00000015971	56249
ENSMUSG00000055298	26898
ENSMUSG00000086451	NA
ENSMUSG00000113987	NA
ENSMUSG00000041406	381306
ENSMUSG00000114131	NA
ENSMUSG00000086817	NA
ENSMUSG00000000253	66355
ENSMUSG00000030206	14840
ENSMUSG00000079853	16627
ENSMUSG00000102566	NA
ENSMUSG00000027006	66861
ENSMUSG00000109866	NA
ENSMUSG00000060128	NA
ENSMUSG00000084970	NA
ENSMUSG00000038357	12796
ENSMUSG00000086781	67357
ENSMUSG00000087142	NA
ENSMUSG00000103249	NA
ENSMUSG00000107845	NA
ENSMUSG00000115430	NA
ENSMUSG00000095123	NA
ENSMUSG00000102430	NA
ENSMUSG00000115333	NA
ENSMUSG00000036832	65086
ENSMUSG00000032606	66257
ENSMUSG00000037942	12944
ENSMUSG00000104134	NA
ENSMUSG00000104606	NA
ENSMUSG00000099489	NA
ENSMUSG00000093923	546282
ENSMUSG00000033910	60596
ENSMUSG00000105209	NA
ENSMUSG00000085580	73438
ENSMUSG00000105602	NA
ENSMUSG00000102701	NA
ENSMUSG00000031904	330836
ENSMUSG00000062397	68036
ENSMUSG00000058446	387524
ENSMUSG00000044551	268759
ENSMUSG00000115640	NA
ENSMUSG00000103402	NA
ENSMUSG00000013663	19211
ENSMUSG00000036580	229285
ENSMUSG00000075153	258654
ENSMUSG00000029863	12366
ENSMUSG00000052295	NA
ENSMUSG00000087129	NA
ENSMUSG00000100916	16866
ENSMUSG00000115826	NA
ENSMUSG00000115277	NA
ENSMUSG00000035268	18769
ENSMUSG00000060030	257931
ENSMUSG00000041078	14803
ENSMUSG00000105870	NA
ENSMUSG00000108965	NA
ENSMUSG00000028970	18669
ENSMUSG00000054051	319955
ENSMUSG00000003868	20174
ENSMUSG00000107904	NA
ENSMUSG00000053153	66722
ENSMUSG00000015966	50905
ENSMUSG00000097259	NA
ENSMUSG00000089727	16639
ENSMUSG00000073998	259066
ENSMUSG00000093755	546903
ENSMUSG00000022761	66863
ENSMUSG00000104109	102632139
ENSMUSG00000111403	NA
ENSMUSG00000109275	NA
ENSMUSG00000029173	211006
ENSMUSG00000032079	66113
ENSMUSG00000073997	258353
ENSMUSG00000030376	110891
ENSMUSG00000086337	NA
ENSMUSG00000046311	22720
ENSMUSG00000049604	15408
ENSMUSG00000115001	NA
ENSMUSG00000108793	NA
ENSMUSG00000103568	NA
ENSMUSG00000108176	NA
ENSMUSG00000082489	NA
ENSMUSG00000085739	NA
ENSMUSG00000094307	627264
ENSMUSG00000001520	60345
ENSMUSG00000112768	NA
ENSMUSG00000108248	NA
ENSMUSG00000098111	NA
ENSMUSG00000108239	NA
ENSMUSG00000059003	14811
ENSMUSG00000112604	NA
ENSMUSG00000110086	NA
ENSMUSG00000112859	NA
ENSMUSG00000042770	15199
ENSMUSG00000112915	NA
ENSMUSG00000033024	16640
ENSMUSG00000103944	NA
ENSMUSG00000112088	NA
ENSMUSG00000107677	258064
ENSMUSG00000084946	NA
ENSMUSG00000034211	66258
ENSMUSG00000033106	66432
ENSMUSG00000112811	NA
ENSMUSG00000006313	109637
ENSMUSG00000022992	69612
ENSMUSG00000112272	NA
ENSMUSG00000112174	NA
ENSMUSG00000021541	26946
ENSMUSG00000019808	66757
ENSMUSG00000031965	57246
ENSMUSG00000041911	13390
ENSMUSG00000103052	NA
ENSMUSG00000101730	NA
ENSMUSG00000067629	240057
ENSMUSG00000112169	NA
ENSMUSG00000104287	NA
ENSMUSG00000028271	229906
ENSMUSG00000070327	672511
ENSMUSG00000112410	NA
ENSMUSG00000097279	NA
ENSMUSG00000075151	258653
ENSMUSG00000115591	NA
ENSMUSG00000082014	NA
ENSMUSG00000040829	574428
ENSMUSG00000114161	NA
ENSMUSG00000084175	NA
ENSMUSG00000094775	NA
ENSMUSG00000019809	56535
ENSMUSG00000115480	NA
ENSMUSG00000087460	73924
ENSMUSG00000030399	12715
ENSMUSG00000115577	NA
ENSMUSG00000087662	NA
ENSMUSG00000081917	NA
ENSMUSG00000075150	258101
ENSMUSG00000107606	NA
ENSMUSG00000112754	NA
ENSMUSG00000079575	NA
ENSMUSG00000056959	258531
ENSMUSG00000083423	NA
ENSMUSG00000041921	66559
ENSMUSG00000107725	NA
ENSMUSG00000112323	NA
ENSMUSG00000107454	NA
ENSMUSG00000075149	258632
ENSMUSG00000107532	NA
ENSMUSG00000072721	NA
ENSMUSG00000107886	NA
ENSMUSG00000108008	NA
ENSMUSG00000026966	68475
ENSMUSG00000079604	100040710
ENSMUSG00000074113	NA
ENSMUSG00000107952	NA
ENSMUSG00000059504	257917
ENSMUSG00000060098	214572
ENSMUSG00000030178	16631
ENSMUSG00000107779	NA
ENSMUSG00000074240	234421
ENSMUSG00000108070	NA
ENSMUSG00000023047	110542
ENSMUSG00000020131	18551
ENSMUSG00000108055	NA
ENSMUSG00000073233	NA
ENSMUSG00000107414	NA
ENSMUSG00000107571	NA
ENSMUSG00000112615	NA
ENSMUSG00000107858	NA
ENSMUSG00000107442	NA
ENSMUSG00000082059	NA
ENSMUSG00000107515	NA
ENSMUSG00000107433	NA
ENSMUSG00000107643	NA
ENSMUSG00000103047	NA
ENSMUSG00000039419	66797
ENSMUSG00000037892	73173
ENSMUSG00000005360	20512
ENSMUSG00000104807	NA
ENSMUSG00000019935	216227
ENSMUSG00000031820	68251
ENSMUSG00000005547	13087
ENSMUSG00000108251	NA
ENSMUSG00000041791	12344
ENSMUSG00000106918	66845
ENSMUSG00000037474	76843
ENSMUSG00000030230	114875
ENSMUSG00000083899	NA
ENSMUSG00000037926	237860
ENSMUSG00000079304	71149
ENSMUSG00000040705	NA
ENSMUSG00000090582	NA
ENSMUSG00000001627	15982
ENSMUSG00000050592	241303
ENSMUSG00000001517	14235
ENSMUSG00000109408	NA
ENSMUSG00000112536	NA
ENSMUSG00000024457	22670
ENSMUSG00000044172	68509
ENSMUSG00000087343	69409
ENSMUSG00000111646	NA
ENSMUSG00000111741	NA
ENSMUSG00000003039	67922
ENSMUSG00000090157	NA
ENSMUSG00000111543	NA
ENSMUSG00000107176	NA
ENSMUSG00000068817	258635
ENSMUSG00000081480	NA
ENSMUSG00000107552	NA
ENSMUSG00000020053	16000
ENSMUSG00000018920	66102
ENSMUSG00000038527	232371
ENSMUSG00000086192	NA
ENSMUSG00000112465	NA
ENSMUSG00000031906	58994
ENSMUSG00000112006	NA
ENSMUSG00000009097	21380
ENSMUSG00000001855	227720
ENSMUSG00000112358	NA
ENSMUSG00000019763	66084
ENSMUSG00000100907	NA
ENSMUSG00000112483	NA
ENSMUSG00000054520	24055
ENSMUSG00000017716	11799
ENSMUSG00000021047	664883
ENSMUSG00000106594	NA
ENSMUSG00000079065	100042165
ENSMUSG00000086189	NA
ENSMUSG00000028832	16765
ENSMUSG00000074653	320352
ENSMUSG00000115848	NA
ENSMUSG00000098082	NA
ENSMUSG00000115621	NA
ENSMUSG00000070896	NA
ENSMUSG00000100845	NA
ENSMUSG00000091283	NA
ENSMUSG00000098052	NA
ENSMUSG00000101960	NA
ENSMUSG00000107782	NA
ENSMUSG00000107729	NA
ENSMUSG00000090682	NA
ENSMUSG00000046456	330460
ENSMUSG00000029047	668173
ENSMUSG00000094884	NA
ENSMUSG00000107913	NA
ENSMUSG00000028671	74246
ENSMUSG00000108146	NA
ENSMUSG00000112420	NA
ENSMUSG00000108493	NA
ENSMUSG00000108189	NA
ENSMUSG00000023991	74123
ENSMUSG00000083018	NA
ENSMUSG00000108011	NA
ENSMUSG00000108427	NA
ENSMUSG00000041420	17537
ENSMUSG00000038005	72612
ENSMUSG00000048924	76041
ENSMUSG00000082188	NA
ENSMUSG00000108123	NA
ENSMUSG00000001518	101142
ENSMUSG00000032776	244049
ENSMUSG00000107712	NA
ENSMUSG00000094789	NA
ENSMUSG00000096724	NA
ENSMUSG00000042426	218629
ENSMUSG00000108217	NA
ENSMUSG00000104401	NA
ENSMUSG00000029817	101214
ENSMUSG00000106894	NA
ENSMUSG00000103886	NA
ENSMUSG00000092396	NA
ENSMUSG00000105617	NA
ENSMUSG00000075148	258630
ENSMUSG00000053360	NA
ENSMUSG00000044583	170743
ENSMUSG00000072584	NA
ENSMUSG00000058057	668178
ENSMUSG00000063902	NA
ENSMUSG00000095603	NA
ENSMUSG00000115761	NA
ENSMUSG00000035390	381979
ENSMUSG00000029048	67830
ENSMUSG00000029136	71336
ENSMUSG00000058656	320679
ENSMUSG00000015202	215748
ENSMUSG00000085321	NA
ENSMUSG00000039032	116732
ENSMUSG00000063188	258504
ENSMUSG00000072720	74376
ENSMUSG00000107962	NA
ENSMUSG00000036402	14701
ENSMUSG00000115099	NA
ENSMUSG00000083046	NA
ENSMUSG00000029571	71900
ENSMUSG00000062170	207854
ENSMUSG00000068816	258640
ENSMUSG00000028784	622480
ENSMUSG00000029163	100952
ENSMUSG00000094596	668963
ENSMUSG00000118199	NA
ENSMUSG00000081209	NA
ENSMUSG00000110051	NA
ENSMUSG00000021144	116870
ENSMUSG00000109907	NA
ENSMUSG00000011154	75556
ENSMUSG00000085687	NA
ENSMUSG00000113181	NA
ENSMUSG00000031137	14168
ENSMUSG00000115762	NA
ENSMUSG00000085389	NA
ENSMUSG00000051716	28194
ENSMUSG00000035983	NA
ENSMUSG00000055095	433180
ENSMUSG00000070330	546519
ENSMUSG00000051483	12408
ENSMUSG00000027480	76407
ENSMUSG00000087140	NA
ENSMUSG00000085620	NA
ENSMUSG00000031631	66756
ENSMUSG00000031907	22751
ENSMUSG00000038351	97761
ENSMUSG00000105008	NA
ENSMUSG00000114477	NA
ENSMUSG00000102847	NA
ENSMUSG00000072582	217057
ENSMUSG00000105550	NA
ENSMUSG00000095179	108168532
ENSMUSG00000006576	20536
ENSMUSG00000026542	20219
ENSMUSG00000114238	NA
ENSMUSG00000069089	12572
ENSMUSG00000044457	NA
ENSMUSG00000114247	NA
ENSMUSG00000029390	56334
ENSMUSG00000029390	100862175
ENSMUSG00000110147	NA
ENSMUSG00000115711	105245965
ENSMUSG00000110375	NA
ENSMUSG00000019890	67405
ENSMUSG00000075705	27361
ENSMUSG00000037924	18313
ENSMUSG00000111455	NA
ENSMUSG00000117664	NA
ENSMUSG00000098230	67360
ENSMUSG00000064254	66071
ENSMUSG00000108822	NA
ENSMUSG00000089646	NA
ENSMUSG00000036825	99167
ENSMUSG00000117914	NA
ENSMUSG00000035239	50877
ENSMUSG00000017713	71776
ENSMUSG00000118196	NA
ENSMUSG00000068815	258290
ENSMUSG00000110959	NA
ENSMUSG00000031075	101772
ENSMUSG00000039725	381406
ENSMUSG00000111155	NA
ENSMUSG00000055707	234378
ENSMUSG00000066721	101544
ENSMUSG00000003033	11767
ENSMUSG00000082227	NA
ENSMUSG00000046410	52150
ENSMUSG00000015839	18024
ENSMUSG00000055172	50909
ENSMUSG00000073267	100038977
ENSMUSG00000097392	NA
ENSMUSG00000103579	NA
ENSMUSG00000027661	170441
ENSMUSG00000010097	53319
ENSMUSG00000085434	100503754
ENSMUSG00000032454	19660
ENSMUSG00000005103	22388
ENSMUSG00000047631	103161
ENSMUSG00000115464	NA
ENSMUSG00000109902	NA
ENSMUSG00000075020	NA
ENSMUSG00000086279	NA
ENSMUSG00000115390	NA
ENSMUSG00000091264	108934
ENSMUSG00000101917	NA
ENSMUSG00000038291	102141
ENSMUSG00000033272	67843
ENSMUSG00000101370	NA
ENSMUSG00000109838	NA
ENSMUSG00000101205	NA
ENSMUSG00000027742	67542
ENSMUSG00000109741	NA
ENSMUSG00000037447	214855
ENSMUSG00000040033	20847
ENSMUSG00000115682	NA
ENSMUSG00000081202	NA
ENSMUSG00000118105	NA
ENSMUSG00000079603	NA
ENSMUSG00000110050	NA
ENSMUSG00000113360	NA
ENSMUSG00000110281	NA
ENSMUSG00000037542	237320
ENSMUSG00000103204	NA
ENSMUSG00000068814	258317
ENSMUSG00000104276	NA
ENSMUSG00000086660	NA
ENSMUSG00000084154	NA
ENSMUSG00000067571	545279
ENSMUSG00000026858	108958
ENSMUSG00000092620	NA
ENSMUSG00000092522	102635958
ENSMUSG00000081432	NA
ENSMUSG00000107634	NA
ENSMUSG00000078161	209601
ENSMUSG00000038598	100155
ENSMUSG00000053442	NA
ENSMUSG00000051860	75953
ENSMUSG00000028284	26409
ENSMUSG00000106730	NA
ENSMUSG00000055862	71564
ENSMUSG00000058934	NA
ENSMUSG00000015619	14462
ENSMUSG00000117679	225372
ENSMUSG00000082465	NA
ENSMUSG00000055069	270160
ENSMUSG00000012042	67741
ENSMUSG00000104266	NA
ENSMUSG00000004099	13433
ENSMUSG00000099294	NA
ENSMUSG00000056487	393082
ENSMUSG00000103908	NA
ENSMUSG00000083856	NA
ENSMUSG00000061144	78242
ENSMUSG00000105085	NA
ENSMUSG00000023988	53414
ENSMUSG00000105595	NA
ENSMUSG00000021439	104002
ENSMUSG00000040943	214133
ENSMUSG00000093550	380975
ENSMUSG00000096230	100040981
ENSMUSG00000096275	NA
ENSMUSG00000044921	237504
ENSMUSG00000081571	NA
ENSMUSG00000095526	NA
ENSMUSG00000044306	NA
ENSMUSG00000107476	58894
ENSMUSG00000083185	NA
ENSMUSG00000026667	16589
ENSMUSG00000094134	NA
ENSMUSG00000073209	619665
ENSMUSG00000101771	NA
ENSMUSG00000046295	234396
ENSMUSG00000025783	NA
ENSMUSG00000069539	213326
ENSMUSG00000036751	110323
ENSMUSG00000036775	26378
ENSMUSG00000093789	554292
ENSMUSG00000054951	71583
ENSMUSG00000087302	NA
ENSMUSG00000109248	NA
ENSMUSG00000109450	NA
ENSMUSG00000071573	67795
ENSMUSG00000087157	NA
ENSMUSG00000044211	NA
ENSMUSG00000106701	622719
ENSMUSG00000081908	NA
ENSMUSG00000086731	NA
ENSMUSG00000079602	77682
ENSMUSG00000034165	12445
ENSMUSG00000094194	NA
ENSMUSG00000049154	75429
ENSMUSG00000100796	NA
ENSMUSG00000081758	NA
