"ensembl_gene_id"	"Ctrl1"	"Ctrl2"	"Ctrl3"	"Scr1"	"Scr2"	"Scr3"
"ENSMUSG00000038550"	20	47	22	31	24	34
"ENSMUSG00000038552"	188	161	87	143	102	81
"ENSMUSG00000038555"	112	67	52	105	162	93
"ENSMUSG00000038560"	9	4	2	2	4	1
"ENSMUSG00000038563"	68	77	60	55	73	66
"ENSMUSG00000038564"	67	35	46	27	55	42
"ENSMUSG00000038567"	1	1	0	0	0	0
"ENSMUSG00000038569"	74	62	38	64	59	37
"ENSMUSG00000038570"	34	31	39	28	67	35
"ENSMUSG00000038572"	1	5	0	0	1	1
"ENSMUSG00000038576"	97	23	21	48	69	20
"ENSMUSG00000038578"	4	3	3	3	1	3
"ENSMUSG00000038580"	2	2	1	1	0	1
"ENSMUSG00000038582"	14	39	16	26	29	22
"ENSMUSG00000038583"	1	2	3	1	1	3
"ENSMUSG00000038587"	282	3095	244	1562	64	1608
"ENSMUSG00000038591"	1	0	0	0	0	0
"ENSMUSG00000038593"	154	166	170	96	146	111
"ENSMUSG00000038594"	15	12	11	6	19	6
"ENSMUSG00000038598"	1	1	0	2	1	0
"ENSMUSG00000038600"	0	0	1	0	1	1
"ENSMUSG00000038602"	9	39	24	21	20	28
"ENSMUSG00000038604"	54	76	35	81	61	67
"ENSMUSG00000038605"	16	8	16	14	36	9
"ENSMUSG00000038607"	969	1098	788	1035	875	829
"ENSMUSG00000038608"	195	257	340	249	228	221
"ENSMUSG00000038611"	189	307	239	252	206	283
"ENSMUSG00000038612"	123	180	109	144	154	147
"ENSMUSG00000038615"	394	498	206	363	336	344
"ENSMUSG00000038618"	20	14	9	12	19	17
"ENSMUSG00000038619"	384	347	289	376	336	333
"ENSMUSG00000038622"	439	422	308	384	271	190
"ENSMUSG00000038623"	4	6	2	12	15	7
"ENSMUSG00000038628"	1544	1231	1369	1203	2105	1087
"ENSMUSG00000038630"	3	4	3	6	5	2
"ENSMUSG00000038633"	2193	2224	1466	1510	1717	1877
"ENSMUSG00000038637"	20	16	17	25	31	14
"ENSMUSG00000038641"	6	7	10	4	3	5
"ENSMUSG00000038644"	112	165	62	122	35	170
"ENSMUSG00000038646"	852	844	840	729	817	659
"ENSMUSG00000038648"	105	370	123	308	126	262
"ENSMUSG00000038650"	214	245	217	221	285	214
"ENSMUSG00000038658"	108	77	126	78	127	113
"ENSMUSG00000038663"	1	0	2	1	1	0
"ENSMUSG00000038664"	199	186	213	220	296	172
"ENSMUSG00000038665"	44	27	29	29	77	21
"ENSMUSG00000038668"	2	0	1	0	7	3
"ENSMUSG00000038670"	4	0	1	0	2	3
"ENSMUSG00000038671"	500	586	444	458	526	448
"ENSMUSG00000038677"	19	13	20	12	27	6
"ENSMUSG00000038679"	292	179	179	173	333	177
"ENSMUSG00000038683"	284	552	192	459	266	431
"ENSMUSG00000038685"	36	39	29	55	42	62
"ENSMUSG00000038690"	6249	7846	5942	5765	5801	4989
"ENSMUSG00000038692"	44	65	0	85	121	93
"ENSMUSG00000038695"	486	714	509	535	375	451
"ENSMUSG00000038696"	263	277	226	208	320	236
"ENSMUSG00000038697"	47	101	26	90	42	80
"ENSMUSG00000038700"	8	34	0	122	132	91
"ENSMUSG00000038702"	45	40	24	23	33	32
"ENSMUSG00000038704"	3	4	3	0	2	1
"ENSMUSG00000038705"	38	43	32	49	22	33
"ENSMUSG00000038708"	106	129	99	90	132	77
"ENSMUSG00000038712"	201	116	132	113	172	85
"ENSMUSG00000038717"	7660	10132	6864	7410	7229	6415
"ENSMUSG00000038718"	52	82	42	35	96	45
"ENSMUSG00000038721"	25	102	0	260	274	180
"ENSMUSG00000038722"	2048	2697	1718	2358	1983	2163
"ENSMUSG00000038725"	1	0	0	0	0	0
"ENSMUSG00000038729"	147	322	171	227	110	207
"ENSMUSG00000038732"	20	34	20	16	31	11
"ENSMUSG00000038733"	343	266	247	241	356	187
"ENSMUSG00000038736"	441	636	497	467	675	489
"ENSMUSG00000038738"	50	65	53	54	99	54
"ENSMUSG00000038740"	105	71	105	63	151	65
"ENSMUSG00000038742"	57	60	47	61	61	57
"ENSMUSG00000038751"	1	0	1	0	0	0
"ENSMUSG00000038754"	0	1	0	1	0	0
"ENSMUSG00000038759"	188	243	104	232	95	206
"ENSMUSG00000038760"	15	3	5	18	30	6
"ENSMUSG00000038762"	1013	1976	1338	1263	1106	1396
"ENSMUSG00000038764"	5	4	4	11	9	10
"ENSMUSG00000038765"	1	0	0	0	0	3
"ENSMUSG00000038766"	113	153	145	151	130	100
"ENSMUSG00000038768"	1	2	3	0	0	4
"ENSMUSG00000038773"	274	261	191	189	241	152
"ENSMUSG00000038774"	134	159	115	59	63	64
"ENSMUSG00000038776"	917	1056	694	1030	418	830
"ENSMUSG00000038777"	11	4	15	6	18	1
"ENSMUSG00000038780"	74	123	46	97	93	96
"ENSMUSG00000038781"	7	18	10	11	8	18
"ENSMUSG00000038782"	4	9	14	8	8	12
"ENSMUSG00000038784"	201	210	195	174	201	177
"ENSMUSG00000038793"	0	0	0	2	1	1
"ENSMUSG00000038797"	5	2	6	4	5	1
"ENSMUSG00000038801"	0	0	0	0	2	0
"ENSMUSG00000038803"	3266	3737	2818	2803	2396	2616
"ENSMUSG00000038805"	1	1	1	3	1	1
"ENSMUSG00000038806"	211	274	199	195	195	185
"ENSMUSG00000038807"	10	3	2	2	7	2
"ENSMUSG00000038811"	1	0	1	2	0	1
"ENSMUSG00000038812"	1082	1443	1041	1133	919	982
"ENSMUSG00000038816"	67	133	60	98	90	63
"ENSMUSG00000038822"	33	41	33	37	32	38
"ENSMUSG00000038827"	81	107	70	64	53	96
"ENSMUSG00000038828"	55	108	67	102	80	75
"ENSMUSG00000038831"	151	86	160	69	196	58
"ENSMUSG00000038836"	61	22	35	22	61	23
"ENSMUSG00000038838"	62	48	44	54	68	48
"ENSMUSG00000038840"	0	0	0	0	1	0
"ENSMUSG00000038843"	2	3	0	3	2	3
"ENSMUSG00000038844"	24	34	13	11	25	23
"ENSMUSG00000038845"	1718	2731	1429	2372	1272	2112
"ENSMUSG00000038848"	62	105	52	108	101	77
"ENSMUSG00000038855"	152	169	83	151	145	160
"ENSMUSG00000038859"	3	4	1	2	8	3
"ENSMUSG00000038860"	61	153	102	66	82	124
"ENSMUSG00000038861"	80	97	74	82	115	68
"ENSMUSG00000038866"	108	71	99	58	101	92
"ENSMUSG00000038871"	264	148	229	181	335	149
"ENSMUSG00000038872"	181	187	84	141	111	110
"ENSMUSG00000038876"	538	437	415	452	573	385
"ENSMUSG00000038879"	160	170	154	124	230	159
"ENSMUSG00000038880"	389	748	404	533	361	440
"ENSMUSG00000038884"	1	2	0	3	1	2
"ENSMUSG00000038886"	162	158	119	123	223	116
"ENSMUSG00000038888"	23	30	9	21	11	19
"ENSMUSG00000038891"	0	2	0	0	1	0
"ENSMUSG00000038893"	19	13	13	13	25	0
"ENSMUSG00000038894"	20	77	21	73	30	51
"ENSMUSG00000038895"	37	38	22	29	32	41
"ENSMUSG00000038900"	404	654	309	487	261	459
"ENSMUSG00000038902"	295	296	186	254	283	205
"ENSMUSG00000038903"	0	1	0	0	0	0
"ENSMUSG00000038909"	161	221	147	186	150	198
"ENSMUSG00000038910"	13	28	7	21	13	20
"ENSMUSG00000038914"	198	346	188	291	248	267
"ENSMUSG00000038916"	150	61	132	67	165	55
"ENSMUSG00000038925"	0	0	2	0	0	0
"ENSMUSG00000038930"	159	132	113	93	98	86
"ENSMUSG00000038932"	1	7	1	0	0	2
"ENSMUSG00000038936"	474	354	290	292	385	263
"ENSMUSG00000038943"	916	1266	957	1017	591	928
"ENSMUSG00000038949"	20	19	8	12	22	14
"ENSMUSG00000038954"	83	128	66	88	60	84
"ENSMUSG00000038957"	139	168	138	152	159	126
"ENSMUSG00000038963"	0	0	0	0	0	1
"ENSMUSG00000038965"	1859	2536	1738	2018	1682	1855
"ENSMUSG00000038967"	182	63	109	72	187	54
"ENSMUSG00000038970"	107	101	60	100	105	84
"ENSMUSG00000038975"	758	1030	577	999	433	811
"ENSMUSG00000038976"	140	118	124	110	196	84
"ENSMUSG00000038982"	177	139	112	138	169	104
"ENSMUSG00000038984"	2	4	0	3	11	3
"ENSMUSG00000038987"	2	1	2	1	5	2
"ENSMUSG00000038990"	4	12	7	3	8	4
"ENSMUSG00000038991"	188	302	87	258	136	218
"ENSMUSG00000039000"	86	101	62	65	90	62
"ENSMUSG00000039001"	20905	24200	20666	17273	17907	16193
"ENSMUSG00000039004"	0	1	0	0	8	0
"ENSMUSG00000039005"	0	4	0	1	1	0
"ENSMUSG00000039007"	1	4	0	1	0	0
"ENSMUSG00000039016"	2609	3023	2201	2623	2117	2036
"ENSMUSG00000039018"	164	171	113	164	94	161
"ENSMUSG00000039021"	2	1	2	2	2	1
"ENSMUSG00000039031"	223	229	174	288	187	252
"ENSMUSG00000039032"	1	0	0	0	0	0
"ENSMUSG00000039033"	48	70	45	74	48	59
"ENSMUSG00000039037"	2	18	1	4	9	4
"ENSMUSG00000039041"	777	1292	651	978	713	782
"ENSMUSG00000039043"	34	88	62	51	35	39
"ENSMUSG00000039046"	114	132	91	116	112	124
"ENSMUSG00000039047"	263	259	194	227	229	207
"ENSMUSG00000039048"	124	123	81	133	104	114
"ENSMUSG00000039050"	99	86	74	86	110	72
"ENSMUSG00000039055"	45	96	27	76	25	59
"ENSMUSG00000039057"	47	23	31	13	90	18
"ENSMUSG00000039058"	1	3	3	1	1	4
"ENSMUSG00000039063"	0	0	0	0	2	0
"ENSMUSG00000039065"	115	173	140	132	80	147
"ENSMUSG00000039067"	1598	2612	1524	2029	1371	1870
"ENSMUSG00000039068"	70	61	65	59	106	63
"ENSMUSG00000039069"	522	883	647	275	471	653
"ENSMUSG00000039070"	3	0	0	3	1	0
"ENSMUSG00000039081"	13	25	14	16	91	10
"ENSMUSG00000039084"	1	0	0	0	0	0
"ENSMUSG00000039086"	31	33	17	32	37	21
"ENSMUSG00000039087"	111	91	104	93	90	76
"ENSMUSG00000039089"	116	124	122	66	132	87
"ENSMUSG00000039092"	1	1	0	0	0	0
"ENSMUSG00000039095"	15	8	20	12	25	10
"ENSMUSG00000039096"	6	13	9	16	25	23
"ENSMUSG00000039097"	12	28	5	22	9	12
"ENSMUSG00000039098"	0	0	0	0	1	1
"ENSMUSG00000039099"	6	0	1	1	3	0
"ENSMUSG00000039100"	375	352	231	283	327	284
"ENSMUSG00000039103"	37	44	43	44	40	40
"ENSMUSG00000039105"	3728	4513	3046	3415	3012	2889
"ENSMUSG00000039108"	56	71	57	55	74	63
"ENSMUSG00000039109"	0	4	1	0	1	2
"ENSMUSG00000039110"	1	0	0	0	1	0
"ENSMUSG00000039114"	3	6	0	1	0	1
"ENSMUSG00000039115"	23	160	23	155	57	123
"ENSMUSG00000039116"	37	51	18	47	29	46
"ENSMUSG00000039117"	27	41	36	31	53	23
"ENSMUSG00000039126"	14	9	6	8	32	12
"ENSMUSG00000039128"	1151	1550	1117	1291	1049	1244
"ENSMUSG00000039130"	241	253	164	203	196	190
"ENSMUSG00000039137"	25	39	27	32	33	34
"ENSMUSG00000039145"	35	74	27	32	33	23
"ENSMUSG00000039146"	4	0	4	0	7	0
"ENSMUSG00000039148"	130	125	63	109	89	48
"ENSMUSG00000039153"	1	3	4	4	4	5
"ENSMUSG00000039154"	122	64	48	42	105	35
"ENSMUSG00000039155"	0	0	0	0	0	1
"ENSMUSG00000039156"	144	278	199	305	186	269
"ENSMUSG00000039157"	155	52	100	79	220	61
"ENSMUSG00000039158"	18	40	19	47	27	27
"ENSMUSG00000039159"	1545	548	864	683	1648	627
"ENSMUSG00000039163"	682	642	581	503	452	400
"ENSMUSG00000039164"	38	37	24	34	25	30
"ENSMUSG00000039166"	12	24	5	19	22	7
"ENSMUSG00000039168"	292	308	144	212	199	154
"ENSMUSG00000039176"	139	133	80	139	120	126
"ENSMUSG00000039178"	131	91	111	137	167	128
"ENSMUSG00000039179"	0	1	0	1	2	0
"ENSMUSG00000039182"	77	69	39	86	68	77
"ENSMUSG00000039183"	209	274	196	266	233	216
"ENSMUSG00000039187"	37	44	31	52	30	59
"ENSMUSG00000039191"	325	288	255	259	418	227
"ENSMUSG00000039193"	1	2	0	0	1	2
"ENSMUSG00000039194"	33	41	23	21	66	23
"ENSMUSG00000039195"	572	734	412	450	658	367
"ENSMUSG00000039197"	413	704	310	641	360	555
"ENSMUSG00000039199"	47	16	21	20	45	30
"ENSMUSG00000039200"	2	0	0	2	2	0
"ENSMUSG00000039201"	15	14	10	8	10	4
"ENSMUSG00000039202"	185	176	199	181	195	178
"ENSMUSG00000039205"	103	128	84	119	116	92
"ENSMUSG00000039206"	119	93	75	112	112	111
"ENSMUSG00000039208"	50	72	26	61	41	68
"ENSMUSG00000039210"	95	105	100	69	108	74
"ENSMUSG00000039217"	298	171	178	146	355	96
"ENSMUSG00000039218"	1898	3656	2287	2490	2036	2216
"ENSMUSG00000039219"	600	508	555	472	743	382
"ENSMUSG00000039220"	259	222	213	237	277	188
"ENSMUSG00000039221"	12706	11276	9972	8465	5370	7435
"ENSMUSG00000039230"	331	278	228	208	257	191
"ENSMUSG00000039231"	225	281	160	234	120	226
"ENSMUSG00000039232"	0	2	0	0	0	0
"ENSMUSG00000039233"	191	225	223	196	244	190
"ENSMUSG00000039234"	50	70	29	50	40	43
"ENSMUSG00000039236"	2	1	0	2	1	2
"ENSMUSG00000039238"	2	1	0	3	0	1
"ENSMUSG00000039239"	58	68	23	90	129	68
"ENSMUSG00000039242"	39	40	38	43	48	45
"ENSMUSG00000039244"	49	35	26	62	37	29
"ENSMUSG00000039246"	248	151	146	102	34	86
"ENSMUSG00000039252"	1	4	1	1	1	0
"ENSMUSG00000039253"	153	72	121	87	115	97
"ENSMUSG00000039254"	105	107	89	94	82	100
"ENSMUSG00000039257"	1	3	0	3	3	0
"ENSMUSG00000039262"	299	273	222	287	327	245
"ENSMUSG00000039263"	13	29	7	6	1	2
"ENSMUSG00000039264"	1	0	0	0	0	0
"ENSMUSG00000039270"	789	881	709	717	758	684
"ENSMUSG00000039275"	205	238	147	299	183	310
"ENSMUSG00000039278"	317	175	135	181	352	134
"ENSMUSG00000039285"	143	189	138	129	148	136
"ENSMUSG00000039286"	97	204	38	149	113	86
"ENSMUSG00000039294"	84	28	56	45	82	56
"ENSMUSG00000039298"	156	341	158	241	202	188
"ENSMUSG00000039304"	66	128	126	59	76	149
"ENSMUSG00000039307"	57	39	43	26	49	37
"ENSMUSG00000039308"	27	30	20	22	30	19
"ENSMUSG00000039313"	0	0	0	0	1	2
"ENSMUSG00000039316"	3	3	0	8	18	5
"ENSMUSG00000039318"	89	117	54	90	64	81
"ENSMUSG00000039323"	1930	1976	561	1320	581	880
"ENSMUSG00000039328"	824	549	787	504	740	459
"ENSMUSG00000039330"	0	0	1	0	2	0
"ENSMUSG00000039345"	100	128	101	88	63	103
"ENSMUSG00000039347"	3453	1527	1629	1963	2712	2489
"ENSMUSG00000039349"	0	3	0	0	1	1
"ENSMUSG00000039354"	126	77	72	96	93	93
"ENSMUSG00000039356"	1517	3075	1953	1109	1176	1816
"ENSMUSG00000039357"	80	78	37	56	47	62
"ENSMUSG00000039361"	187	193	217	209	315	171
"ENSMUSG00000039367"	880	827	611	775	674	723
"ENSMUSG00000039372"	1	0	0	1	0	0
"ENSMUSG00000039375"	29	30	34	15	31	14
"ENSMUSG00000039376"	0	2	1	2	4	0
"ENSMUSG00000039377"	293	741	156	547	133	287
"ENSMUSG00000039382"	116	80	139	124	195	83
"ENSMUSG00000039384"	164	59	81	81	49	63
"ENSMUSG00000039385"	89	113	70	121	123	102
"ENSMUSG00000039391"	4	1	1	3	3	1
"ENSMUSG00000039395"	6	6	3	7	6	4
"ENSMUSG00000039396"	27	67	46	78	50	61
"ENSMUSG00000039405"	463	338	231	340	597	193
"ENSMUSG00000039410"	0	1	0	0	3	0
"ENSMUSG00000039414"	43	20	25	29	53	34
"ENSMUSG00000039419"	0	0	1	0	1	0
"ENSMUSG00000039427"	232	269	171	261	173	195
"ENSMUSG00000039428"	260	167	215	191	256	198
"ENSMUSG00000039431"	5	5	8	3	8	4
"ENSMUSG00000039438"	5	4	3	3	2	7
"ENSMUSG00000039449"	240	291	319	233	406	275
"ENSMUSG00000039450"	333	480	278	309	194	234
"ENSMUSG00000039452"	7	2	6	1	5	3
"ENSMUSG00000039456"	116	103	69	97	132	100
"ENSMUSG00000039457"	2	0	0	0	0	0
"ENSMUSG00000039458"	38	59	33	46	35	29
"ENSMUSG00000039461"	131	103	111	90	149	60
"ENSMUSG00000039463"	46	85	42	64	44	52
"ENSMUSG00000039470"	541	220	470	281	1421	365
"ENSMUSG00000039473"	44	77	63	51	74	51
"ENSMUSG00000039474"	58	54	28	56	46	37
"ENSMUSG00000039476"	3	0	3	1	2	3
"ENSMUSG00000039477"	158	142	115	138	227	83
"ENSMUSG00000039478"	61	49	57	48	77	31
"ENSMUSG00000039480"	21	33	31	24	25	26
"ENSMUSG00000039481"	1	0	0	2	0	0
"ENSMUSG00000039483"	207	351	236	222	247	282
"ENSMUSG00000039485"	160	97	121	89	291	93
"ENSMUSG00000039488"	5	2	6	5	2	2
"ENSMUSG00000039492"	0	0	0	0	1	0
"ENSMUSG00000039496"	2	1	5	2	7	5
"ENSMUSG00000039497"	14	38	4	12	10	16
"ENSMUSG00000039501"	15	14	12	9	28	9
"ENSMUSG00000039508"	1	1	1	0	1	0
"ENSMUSG00000039509"	149	160	130	149	111	170
"ENSMUSG00000039512"	31	32	20	40	36	39
"ENSMUSG00000039515"	524	810	434	753	479	651
"ENSMUSG00000039518"	0	0	0	0	1	0
"ENSMUSG00000039519"	12	11	2	3	18	3
"ENSMUSG00000039521"	4	4	1	2	3	2
"ENSMUSG00000039523"	42	49	39	47	45	41
"ENSMUSG00000039529"	0	1	2	1	0	0
"ENSMUSG00000039530"	634	766	435	827	509	633
"ENSMUSG00000039531"	91	57	81	56	121	67
"ENSMUSG00000039533"	670	7	67	32	447	22
"ENSMUSG00000039536"	362	396	324	419	414	388
"ENSMUSG00000039539"	1	0	0	1	4	1
"ENSMUSG00000039542"	2729	2345	1632	2384	2656	1955
"ENSMUSG00000039543"	0	0	0	0	1	0
"ENSMUSG00000039546"	0	4	0	6	0	4
"ENSMUSG00000039552"	4	0	0	0	6	1
"ENSMUSG00000039556"	5	1	3	2	7	3
"ENSMUSG00000039568"	265	421	280	369	371	239
"ENSMUSG00000039577"	16	17	26	22	19	16
"ENSMUSG00000039578"	6	7	3	8	13	6
"ENSMUSG00000039579"	5	18	3	9	5	1
"ENSMUSG00000039585"	109	117	82	83	122	109
"ENSMUSG00000039599"	122	134	123	132	163	117
"ENSMUSG00000039601"	10	7	9	10	4	3
"ENSMUSG00000039607"	211	561	223	212	55	199
"ENSMUSG00000039611"	133	100	92	107	225	81
"ENSMUSG00000039615"	574	1152	530	820	536	685
"ENSMUSG00000039616"	0	0	0	0	0	1
"ENSMUSG00000039620"	9	16	4	9	9	5
"ENSMUSG00000039621"	228	184	174	132	271	136
"ENSMUSG00000039623"	96	90	66	59	103	67
"ENSMUSG00000039629"	0	2	2	0	1	2
"ENSMUSG00000039630"	95	248	406	508	210	214
"ENSMUSG00000039632"	13	9	13	5	24	12
"ENSMUSG00000039633"	33	19	7	3	32	19
"ENSMUSG00000039634"	45	28	43	33	57	33
"ENSMUSG00000039637"	60	36	52	50	63	42
"ENSMUSG00000039639"	1	0	0	2	1	1
"ENSMUSG00000039640"	691	1492	571	1246	553	1134
"ENSMUSG00000039646"	54	77	54	64	60	46
"ENSMUSG00000039648"	65	45	47	38	55	53
"ENSMUSG00000039652"	11	3	2	2	16	5
"ENSMUSG00000039653"	0	2	1	0	0	0
"ENSMUSG00000039656"	46	90	64	70	85	64
"ENSMUSG00000039660"	148	182	180	153	127	165
"ENSMUSG00000039661"	1	0	0	0	1	0
"ENSMUSG00000039662"	27	24	20	21	40	22
"ENSMUSG00000039670"	123	68	81	78	71	38
"ENSMUSG00000039671"	298	317	286	277	393	259
"ENSMUSG00000039672"	0	0	0	0	2	0
"ENSMUSG00000039676"	1	0	0	1	1	0
"ENSMUSG00000039678"	77	74	52	68	82	75
"ENSMUSG00000039680"	4630	3122	3101	3694	4286	2788
"ENSMUSG00000039682"	376	627	313	622	262	507
"ENSMUSG00000039683"	16	13	16	10	56	12
"ENSMUSG00000039684"	0	0	1	0	1	1
"ENSMUSG00000039686"	78	71	92	58	134	49
"ENSMUSG00000039691"	0	0	0	1	1	0
"ENSMUSG00000039693"	109	201	139	138	100	155
"ENSMUSG00000039697"	18	39	15	27	9	20
"ENSMUSG00000039699"	0	0	0	1	1	0
"ENSMUSG00000039701"	31	23	26	21	43	14
"ENSMUSG00000039703"	173	233	142	161	194	170
"ENSMUSG00000039704"	38	48	26	41	41	47
"ENSMUSG00000039706"	0	1	0	0	0	0
"ENSMUSG00000039713"	62	257	120	225	73	227
"ENSMUSG00000039715"	120	90	99	94	120	115
"ENSMUSG00000039716"	25	70	32	32	47	36
"ENSMUSG00000039717"	0	0	0	1	0	0
"ENSMUSG00000039720"	2	1	2	0	2	1
"ENSMUSG00000039725"	78	68	45	71	55	40
"ENSMUSG00000039728"	1	0	0	0	0	0
"ENSMUSG00000039735"	263	371	244	330	336	275
"ENSMUSG00000039737"	349	526	316	385	316	364
"ENSMUSG00000039738"	32	21	21	29	24	24
"ENSMUSG00000039740"	228	259	155	273	243	240
"ENSMUSG00000039741"	44	28	31	35	45	18
"ENSMUSG00000039742"	0	0	1	0	0	0
"ENSMUSG00000039747"	9	43	10	34	19	24
"ENSMUSG00000039748"	59	142	44	102	33	105
"ENSMUSG00000039753"	141	182	119	162	154	125
"ENSMUSG00000039754"	57	38	35	37	40	34
"ENSMUSG00000039756"	311	626	272	483	300	469
"ENSMUSG00000039759"	146	142	164	123	156	140
"ENSMUSG00000039763"	34	4	18	12	40	8
"ENSMUSG00000039765"	145	118	194	82	207	105
"ENSMUSG00000039768"	236	489	381	481	309	546
"ENSMUSG00000039770"	393	312	282	292	449	238
"ENSMUSG00000039771"	1259	1630	1310	1219	1130	1073
"ENSMUSG00000039774"	0	0	0	0	1	0
"ENSMUSG00000039781"	15	16	7	9	17	9
"ENSMUSG00000039782"	26	8	16	12	68	9
"ENSMUSG00000039783"	4	4	3	1	3	2
"ENSMUSG00000039787"	16	8	5	22	44	15
"ENSMUSG00000039789"	26	27	20	28	29	17
"ENSMUSG00000039795"	419	306	328	293	362	271
"ENSMUSG00000039801"	85	76	68	67	92	72
"ENSMUSG00000039804"	104	186	128	154	162	123
"ENSMUSG00000039809"	14	17	3	12	38	2
"ENSMUSG00000039810"	39	41	48	34	35	47
"ENSMUSG00000039813"	0	2	1	3	1	1
"ENSMUSG00000039814"	8	12	19	14	7	10
"ENSMUSG00000039824"	20	16	15	8	15	2
"ENSMUSG00000039826"	165	183	180	186	208	172
"ENSMUSG00000039828"	594	765	531	530	493	571
"ENSMUSG00000039830"	689	824	631	726	704	610
"ENSMUSG00000039831"	36	100	26	75	78	91
"ENSMUSG00000039834"	33	55	26	45	29	37
"ENSMUSG00000039835"	301	148	142	134	212	162
"ENSMUSG00000039838"	0	0	0	1	0	0
"ENSMUSG00000039840"	12	10	9	7	17	5
"ENSMUSG00000039841"	44	51	20	38	44	34
"ENSMUSG00000039842"	38	76	38	69	33	50
"ENSMUSG00000039844"	39	44	47	56	80	52
"ENSMUSG00000039849"	550	598	437	488	432	357
"ENSMUSG00000039850"	123	144	140	110	146	116
"ENSMUSG00000039851"	2	2	2	3	9	0
"ENSMUSG00000039852"	201	250	173	205	231	173
"ENSMUSG00000039853"	2	4	7	6	8	3
"ENSMUSG00000039860"	4	0	3	3	3	0
"ENSMUSG00000039865"	9	8	3	3	8	6
"ENSMUSG00000039873"	15	19	23	22	19	19
"ENSMUSG00000039878"	0	4	1	0	0	3
"ENSMUSG00000039879"	22	20	24	18	50	19
"ENSMUSG00000039883"	542	291	1503	422	663	513
"ENSMUSG00000039886"	177	225	125	196	143	134
"ENSMUSG00000039887"	415	553	371	424	375	320
"ENSMUSG00000039891"	47	22	27	20	34	15
"ENSMUSG00000039899"	2	3	1	0	3	0
"ENSMUSG00000039901"	49	59	51	49	77	40
"ENSMUSG00000039903"	40	65	27	62	38	48
"ENSMUSG00000039904"	64	47	8	2	5	1
"ENSMUSG00000039908"	31	46	27	41	51	28
"ENSMUSG00000039910"	14	11	11	11	23	21
"ENSMUSG00000039911"	13	8	7	20	11	5
"ENSMUSG00000039913"	2	1	6	3	12	2
"ENSMUSG00000039914"	52	39	53	30	45	32
"ENSMUSG00000039917"	206	240	154	232	199	220
"ENSMUSG00000039929"	20	32	21	38	35	39
"ENSMUSG00000039934"	2	15	6	2	2	2
"ENSMUSG00000039936"	1	1	4	0	1	2
"ENSMUSG00000039942"	2	0	1	3	4	3
"ENSMUSG00000039943"	24	42	10	31	20	26
"ENSMUSG00000039952"	730	748	525	775	689	557
"ENSMUSG00000039953"	2995	2406	1678	2029	2145	1979
"ENSMUSG00000039954"	4	11	5	2	7	4
"ENSMUSG00000039956"	1	1	0	0	0	0
"ENSMUSG00000039958"	40	21	48	21	46	20
"ENSMUSG00000039959"	573	1732	513	1325	438	1315
"ENSMUSG00000039960"	44	26	24	21	56	18
"ENSMUSG00000039962"	2	7	5	3	1	0
"ENSMUSG00000039963"	0	0	0	1	4	1
"ENSMUSG00000039967"	176	172	145	140	244	83
"ENSMUSG00000039968"	209	227	168	159	209	146
"ENSMUSG00000039976"	52	31	25	45	86	45
"ENSMUSG00000039981"	5	4	3	2	4	0
"ENSMUSG00000039982"	480	420	322	371	833	313
"ENSMUSG00000039983"	216	146	141	163	173	136
"ENSMUSG00000039985"	157	307	143	218	113	229
"ENSMUSG00000039987"	38	57	18	35	21	43
"ENSMUSG00000039988"	349	323	330	292	521	373
"ENSMUSG00000039989"	24	28	14	17	26	21
"ENSMUSG00000039990"	52	56	37	38	65	41
"ENSMUSG00000039994"	142	299	111	159	36	172
"ENSMUSG00000039997"	13	4	5	1	21	2
"ENSMUSG00000040003"	139	150	172	167	450	145
"ENSMUSG00000040006"	207	214	136	181	168	161
"ENSMUSG00000040007"	22	13	19	21	19	14
"ENSMUSG00000040009"	24	20	10	18	23	20
"ENSMUSG00000040010"	80	108	27	90	44	75
"ENSMUSG00000040016"	0	1	0	0	0	0
"ENSMUSG00000040018"	27	32	29	42	38	33
"ENSMUSG00000040021"	3	29	23	26	34	26
"ENSMUSG00000040022"	66	47	29	33	44	27
"ENSMUSG00000040025"	654	780	551	744	600	685
"ENSMUSG00000040028"	547	768	463	700	553	662
"ENSMUSG00000040029"	76	96	65	93	116	89
"ENSMUSG00000040033"	46	28	38	27	34	28
"ENSMUSG00000040034"	82	197	70	152	63	111
"ENSMUSG00000040035"	2	10	6	3	13	4
"ENSMUSG00000040037"	33	47	18	46	28	35
"ENSMUSG00000040040"	43	48	46	29	34	20
"ENSMUSG00000040043"	652	357	403	378	449	372
"ENSMUSG00000040044"	350	343	319	319	380	336
"ENSMUSG00000040046"	1	0	1	0	1	0
"ENSMUSG00000040048"	1262	1910	1122	1404	1205	1274
"ENSMUSG00000040054"	116	125	97	98	144	115
"ENSMUSG00000040084"	199	307	245	233	185	238
"ENSMUSG00000040086"	0	2	0	0	0	2
"ENSMUSG00000040093"	85	11	48	17	107	12
"ENSMUSG00000040097"	165	157	172	154	186	143
"ENSMUSG00000040102"	114	180	97	94	123	117
"ENSMUSG00000040105"	69	28	31	25	57	24
"ENSMUSG00000040111"	22	20	10	7	32	11
"ENSMUSG00000040112"	777	928	654	827	598	732
"ENSMUSG00000040118"	100	85	57	84	57	72
"ENSMUSG00000040121"	69	140	92	71	63	123
